leaf_name,iucn_status,domain,kingdom,phylum,N,EDGE2_mean,min,2.5pct,median,97.5pct,max,ED2_mean,min,2.5pct,median,97.5pct,max,p_ext_mean,min,2.5pct,median,97.5pct,max
Otus_brucei_ott445330,EN,no_domain,no_kingdom,no_phylum,1000,1.119895,0.740381,0.790481,1.089962,1.533142,1.608222,2.257896,2.145345,2.154552,2.263009,2.339276,2.342053,0.496053,0.342721,0.350203,0.484967,0.676121,0.689099
Bradypterus_kashmirensis_ott1094734,No status,no_domain,no_kingdom,no_phylum,1000,1.119123,0.005862,0.060542,0.696169,3.306582,3.943574,3.010764,2.490281,2.519328,2.826665,3.926216,3.951961,0.373103,0.001909,0.021312,0.232585,0.999900,0.999900
Malacopteron_albogulare_ott552898,NT,no_domain,no_kingdom,no_phylum,1000,1.118035,0.810239,0.831363,1.102304,1.449663,1.474417,8.669425,8.669300,8.669306,8.669404,8.669653,8.669840,0.128963,0.093458,0.095897,0.127149,0.167217,0.170066
Coragyps_atratus_ott316995,LC,no_domain,no_kingdom,no_phylum,1000,1.116858,0.039502,0.110101,1.174361,1.896030,1.930017,20.694799,20.694700,20.694703,20.694762,20.695097,20.695401,0.053968,0.001909,0.005320,0.056747,0.091617,0.093261
Turdoides_atripennis_ott6154407,No status,no_domain,no_kingdom,no_phylum,1000,1.115683,0.005915,0.049820,0.742361,3.080538,4.573605,3.067111,2.834027,2.836280,2.943907,4.182452,4.574062,0.363544,0.002045,0.014769,0.246106,0.999900,0.999900
Oenanthe_lugentoides_ott3598218,No status,no_domain,no_kingdom,no_phylum,1000,1.115137,0.015771,0.067702,0.719660,3.334955,3.629972,2.994141,2.635479,2.649306,2.877942,3.627400,3.631290,0.371131,0.005667,0.023471,0.247134,0.999900,0.999900
Meiglyptes_tristis_ott726782,EN,no_domain,no_kingdom,no_phylum,1000,1.114556,0.756975,0.784425,1.090281,1.520760,1.594816,2.245543,2.190607,2.194348,2.245896,2.306362,2.337048,0.496373,0.342721,0.349812,0.486478,0.677516,0.689099
Thraupis_cyanoptera_ott320953,No status,no_domain,no_kingdom,no_phylum,1000,1.114426,0.007792,0.065609,0.736331,3.094769,3.119973,3.095347,3.092982,3.092993,3.093764,3.109131,3.142369,0.360029,0.002519,0.021193,0.237910,0.999900,0.999900
Bradypterus_thoracicus_ott1094726,No status,no_domain,no_kingdom,no_phylum,1000,1.113707,0.012854,0.075316,0.726172,3.376222,3.943574,3.013306,2.488322,2.515403,2.818792,3.932205,3.950682,0.370924,0.003397,0.024380,0.242382,0.999900,0.999900
Prodotiscus_regulus_ott266369,LC,no_domain,no_kingdom,no_phylum,1000,1.113701,0.038542,0.090435,1.187720,1.906742,1.946485,20.911005,20.858386,20.861242,20.904824,20.988452,21.010573,0.053259,0.001841,0.004331,0.056856,0.091058,0.093064
Cormobates_leucophaeus_ott884906,LC,no_domain,no_kingdom,no_phylum,1000,1.112997,0.038395,0.146931,1.177060,1.850372,1.882487,20.149212,19.969857,19.982922,20.165022,20.278053,20.281650,0.055236,0.001909,0.007248,0.058369,0.091849,0.093261
Zosterops_comorensis_ott6154676,No status,no_domain,no_kingdom,no_phylum,1000,1.112809,0.006740,0.047266,0.680600,3.175377,3.231952,3.119528,3.020950,3.026545,3.114598,3.222926,3.232275,0.356522,0.002180,0.015022,0.220122,0.999900,0.999900
Lophozosterops_goodfellowi_ott840028,No status,no_domain,no_kingdom,no_phylum,1000,1.112754,0.005709,0.047822,0.717504,3.111864,3.183426,3.116365,3.101250,3.101458,3.107519,3.199618,3.329540,0.357121,0.001841,0.015373,0.229903,0.999900,0.999900
Troglodytes_hiemalis_ott384301,No status,no_domain,no_kingdom,no_phylum,1000,1.111124,0.005892,0.056873,0.702087,3.135217,3.588432,3.069357,2.931641,2.934555,3.007409,3.492509,3.588791,0.361986,0.001909,0.017934,0.229199,0.999900,0.999900
Spiziapteryx_circumcincta_ott1015196,LC,no_domain,no_kingdom,no_phylum,1000,1.111120,0.041802,0.123968,1.138368,1.929017,1.971512,21.147100,21.147100,21.147100,21.147100,21.147100,21.147100,0.052542,0.001977,0.005862,0.053831,0.091219,0.093228
Turdus_smithi_ott96371,No status,no_domain,no_kingdom,no_phylum,1000,1.110736,0.014287,0.071210,0.715777,3.090066,3.107025,3.082656,3.062024,3.063221,3.083564,3.103292,3.109072,0.360338,0.004603,0.022953,0.231911,0.999900,0.999900
Hierococcyx_fugax_ott3596334,No status,no_domain,no_kingdom,no_phylum,1000,1.110526,0.008469,0.061791,0.696535,3.967199,7.054768,2.800595,1.685982,1.720039,2.358836,6.072256,7.320994,0.385901,0.004135,0.025211,0.264984,0.999900,0.999900
Picoides_fumigatus_ott876880,No status,no_domain,no_kingdom,no_phylum,1000,1.110224,0.005880,0.048363,0.752353,3.146873,4.823693,3.011432,2.651001,2.664607,2.867417,3.887354,6.078026,0.369801,0.001841,0.016225,0.250083,0.999900,0.999900
Calamonastes_simplex_ott954668,No status,no_domain,no_kingdom,no_phylum,1000,1.110097,0.006828,0.057688,0.699166,3.511621,5.397496,2.996948,2.562554,2.566496,2.737376,4.971648,7.269160,0.369521,0.002316,0.020657,0.235592,0.999900,0.999900
Heliangelus_regalis_ott583602,NT,no_domain,no_kingdom,no_phylum,1000,1.109967,0.803531,0.821496,1.088352,1.445228,1.463213,8.603800,8.603800,8.603800,8.603800,8.603800,8.603802,0.129009,0.093393,0.095481,0.126497,0.167975,0.170066
Porphyrio_indicus_ott5857220,No status,no_domain,no_kingdom,no_phylum,1000,1.109756,0.006066,0.047818,0.681058,3.221971,5.485785,3.018672,2.756878,2.766655,2.913928,3.500739,5.649542,0.368728,0.001977,0.015514,0.231792,0.999900,0.999900
Cathartes_aura_ott9106,LC,no_domain,no_kingdom,no_phylum,1000,1.109301,0.039155,0.094351,1.189846,1.886026,1.912418,20.513127,20.512506,20.512540,20.513074,20.514116,20.514702,0.054078,0.001909,0.004600,0.058003,0.091945,0.093228
Henicorhina_anachoreta_ott7660055,No status,no_domain,no_kingdom,no_phylum,1000,1.109279,0.010992,0.051164,0.691842,3.222334,3.359227,3.114805,2.934818,2.949872,3.105467,3.342710,3.364875,0.355702,0.003598,0.016497,0.222994,0.999900,0.999900
Tinamus_major_ott402466,LC,no_domain,no_kingdom,no_phylum,1000,1.109188,0.038213,0.119154,1.169538,1.897296,1.939964,20.768508,20.748418,20.752129,20.766212,20.796389,20.815898,0.053408,0.001841,0.005733,0.056332,0.091351,0.093228
Calidris_ruficollis_ott24121,NT,no_domain,no_kingdom,no_phylum,1000,1.109160,0.761425,0.811915,1.092061,1.462414,1.511172,8.640594,8.063215,8.098837,8.791085,8.895500,8.899058,0.128337,0.093327,0.095027,0.126796,0.167168,0.170014
Carterornis_castus_ott6152394,No status,no_domain,no_kingdom,no_phylum,1000,1.108328,0.007128,0.051306,0.724293,3.080535,3.087708,3.079926,3.075810,3.075977,3.079244,3.086899,3.088375,0.359873,0.002316,0.016679,0.234947,0.999900,0.999900
Trochalopteron_virgatum_ott7068604,No status,no_domain,no_kingdom,no_phylum,1000,1.107817,0.012416,0.064748,0.726304,3.109641,3.121834,3.104799,3.094385,3.094833,3.103598,3.121708,3.124616,0.356817,0.004001,0.020838,0.233782,0.999900,0.999900
Grallaria_gigantea_ott3599007,VU,no_domain,no_kingdom,no_phylum,1000,1.107344,0.757232,0.779094,1.080038,1.511950,1.562124,4.501324,4.403365,4.423483,4.499151,4.598798,4.623429,0.245991,0.170479,0.173620,0.239513,0.336639,0.342345
Alaudala_cheleensis_ott947048,No status,no_domain,no_kingdom,no_phylum,1000,1.106940,0.006171,0.051818,0.703014,3.087405,5.662439,3.026289,2.845486,2.845867,2.886323,4.143881,7.200701,0.365314,0.002113,0.015068,0.237992,0.999900,0.999900
Tachornis_furcata_ott3595860,LC,no_domain,no_kingdom,no_phylum,1000,1.106489,0.030732,0.106025,1.105792,2.472800,2.838519,20.694367,15.244606,15.517906,18.443706,30.425479,30.425479,0.053269,0.001977,0.005662,0.057203,0.091548,0.093294
Ixobrychus_involucris_ott317734,LC,no_domain,no_kingdom,no_phylum,1000,1.106326,0.038131,0.096660,1.165067,1.901186,1.931862,20.714507,20.714500,20.714500,20.714504,20.714535,20.714577,0.053408,0.001841,0.004666,0.056244,0.091780,0.093261
Actenoides_concretus_ott571609,NT,no_domain,no_kingdom,no_phylum,1000,1.105315,0.793508,0.812478,1.100795,1.429608,1.445293,8.498271,8.496469,8.496509,8.498032,8.501248,8.502919,0.130063,0.093393,0.095613,0.129539,0.168234,0.170066
Asthenes_harterti_ott3598376,No status,no_domain,no_kingdom,no_phylum,1000,1.104683,0.006589,0.067952,0.717304,3.127921,3.152537,3.099314,3.022898,3.029414,3.104236,3.152733,3.155327,0.356434,0.002113,0.022001,0.229084,0.999900,0.999900
Buteogallus_lacernulatus_ott6151492,No status,no_domain,no_kingdom,no_phylum,1000,1.102732,0.008732,0.052454,0.652039,3.230372,3.247131,3.224753,3.196711,3.198452,3.225922,3.246348,3.247684,0.341936,0.002722,0.016313,0.201940,0.999900,0.999900
Geronticus_calvus_ott1010566,NT,no_domain,no_kingdom,no_phylum,1000,1.102608,0.359626,0.457309,0.865921,2.630835,2.951828,8.520436,3.763588,3.952444,6.711854,17.509781,17.509781,0.128868,0.093327,0.095678,0.127929,0.167017,0.170066
Anthracoceros_marchei_ott3600759,VU,no_domain,no_kingdom,no_phylum,1000,1.102049,0.749320,0.778252,1.066130,1.521381,1.574519,4.504909,4.336142,4.369982,4.519891,4.601550,4.616516,0.244652,0.170169,0.172722,0.237746,0.337131,0.342471
Dasylophus_superciliosus_ott550051,LC,no_domain,no_kingdom,no_phylum,1000,1.101689,0.040691,0.111446,1.095514,2.387790,3.001472,20.856135,16.129669,16.346908,18.984791,32.826585,36.996694,0.052900,0.002045,0.005136,0.055475,0.091584,0.093294
Cistothorus_stellaris_ott6520415,No status,no_domain,no_kingdom,no_phylum,1000,1.101214,0.007922,0.055857,0.668290,3.141973,3.157110,3.140889,3.134631,3.134849,3.139845,3.152243,3.157859,0.350619,0.002519,0.017762,0.212642,0.999900,0.999900
Cladorhynchus_leucocephalus_ott703808,LC,no_domain,no_kingdom,no_phylum,1000,1.101175,0.036987,0.119150,1.148938,1.847460,1.873882,20.092811,20.092800,20.092800,20.092802,20.092886,20.093062,0.054804,0.001841,0.005930,0.057182,0.091946,0.093261
Neolestes_torquatus_ott912554,LC,no_domain,no_kingdom,no_phylum,1000,1.101100,0.037719,0.092914,1.174346,1.883993,1.908953,20.490500,20.490500,20.490500,20.490500,20.490500,20.490500,0.053737,0.001841,0.004535,0.057312,0.091945,0.093163
Treron_apicauda_ott3596637,LC,no_domain,no_kingdom,no_phylum,1000,1.100314,0.037870,0.113194,1.149244,1.916827,1.982702,20.990441,20.452155,20.496306,21.020238,21.375935,21.393896,0.052428,0.001841,0.005334,0.054856,0.091355,0.093261
Ninox_randi_ott3595716,No status,no_domain,no_kingdom,no_phylum,1000,1.100219,0.008648,0.074138,0.721777,3.027873,3.040021,3.027929,3.026261,3.026284,3.027041,3.034521,3.040325,0.363361,0.002857,0.024468,0.238483,0.999900,0.999900
Grallaricula_ochraceifrons_ott3599019,VU,no_domain,no_kingdom,no_phylum,1000,1.100044,0.766757,0.786109,1.063577,1.517872,1.562530,4.522258,4.467040,4.476012,4.521621,4.576318,4.597040,0.243250,0.170169,0.173407,0.235551,0.334554,0.342471
Sitta_solangiae_ott3599042,NT,no_domain,no_kingdom,no_phylum,1000,1.099737,0.785042,0.801762,1.090740,1.415206,1.477032,8.465452,8.377015,8.378583,8.422725,8.757772,8.803992,0.129912,0.093360,0.094858,0.128660,0.167723,0.169963
Deconychura_stictolaema_ott1036906,LC,no_domain,no_kingdom,no_phylum,1000,1.099662,0.037770,0.133001,1.181172,1.821359,1.846086,19.787800,19.787800,19.787800,19.787800,19.787800,19.787800,0.055573,0.001909,0.006721,0.059692,0.092045,0.093294
Columba_pallidiceps_ott3596484,VU,no_domain,no_kingdom,no_phylum,1000,1.099540,0.750711,0.784301,1.066068,1.529647,1.603859,4.583155,4.360845,4.372613,4.592489,4.754516,4.763115,0.239932,0.170169,0.171982,0.232506,0.333335,0.342471
Esacus_magnirostris_ott5342861,NT,no_domain,no_kingdom,no_phylum,1000,1.099182,0.780607,0.809152,1.091946,1.429712,1.490068,8.546877,8.283841,8.293994,8.524162,8.848391,8.865005,0.128630,0.093393,0.095218,0.127379,0.166818,0.169912
Ceyx_sangirensis_ott6520856,No status,no_domain,no_kingdom,no_phylum,1000,1.098930,0.010411,0.048474,0.691858,3.634414,4.791504,3.142781,2.243717,2.282867,2.884404,4.757994,4.825479,0.351963,0.003329,0.017782,0.229825,0.999900,0.999900
Oxylabes_madagascariensis_ott353520,NT,no_domain,no_kingdom,no_phylum,1000,1.098775,0.782756,0.805809,1.088973,1.422985,1.469759,8.516368,8.341591,8.349307,8.504235,8.714564,8.725767,0.129026,0.093327,0.094962,0.127822,0.166819,0.170066
Crypturellus_variegatus_ott983483,LC,no_domain,no_kingdom,no_phylum,1000,1.098503,0.037444,0.088091,1.166669,1.876958,1.897036,20.341119,20.341000,20.341002,20.341057,20.341535,20.341845,0.054004,0.001841,0.004331,0.057355,0.092275,0.093261
Oenanthe_lugubris_ott410725,No status,no_domain,no_kingdom,no_phylum,1000,1.097805,0.007596,0.047482,0.727456,3.299823,3.629972,3.000636,2.638439,2.656231,2.877889,3.629306,3.631388,0.364548,0.002722,0.016610,0.246662,0.999900,0.999900
Macronyx_aurantiigula_ott3597142,LC,no_domain,no_kingdom,no_phylum,1000,1.097758,0.040084,0.106840,1.165240,1.861788,1.891147,20.277940,20.277940,20.277940,20.277940,20.277940,20.277940,0.054136,0.001977,0.005269,0.057463,0.091813,0.093261
Cormobates_placens_ott520229,LC,no_domain,no_kingdom,no_phylum,1000,1.097285,0.039910,0.116722,1.191799,1.854351,1.884996,20.151902,19.969624,19.987875,20.162609,20.277046,20.281873,0.054449,0.001977,0.005799,0.059075,0.092144,0.093196
Thripophaga_cherriei_ott733322,VU,no_domain,no_kingdom,no_phylum,1000,1.097127,0.613228,0.677429,1.054039,1.827967,2.118229,4.526639,3.588509,3.626931,4.191320,6.223790,6.224112,0.242574,0.170221,0.172721,0.233902,0.334310,0.342345
Hylophilus_muscicapinus_ott227778,No status,no_domain,no_kingdom,no_phylum,1000,1.096173,0.005255,0.062587,0.688287,3.206778,6.668598,3.001743,2.556551,2.571676,2.811553,4.552298,8.990277,0.364310,0.001977,0.020130,0.229668,0.999900,0.999900
Hylorchilus_navai_ott3599472,VU,no_domain,no_kingdom,no_phylum,1000,1.095856,0.731402,0.768020,1.066557,1.509340,1.601812,4.477036,4.277976,4.293107,4.468420,4.702101,4.725982,0.244765,0.170169,0.172771,0.238525,0.335533,0.342471
Fraseria_olivascens_ott7660865,No status,no_domain,no_kingdom,no_phylum,1000,1.095036,0.001244,0.025100,0.504515,6.118890,8.582820,3.006378,0.251436,0.416685,2.086466,7.814189,8.593670,0.365747,0.001841,0.016426,0.240381,0.999900,0.999900
Esacus_recurvirostris_ott3597012,NT,no_domain,no_kingdom,no_phylum,1000,1.094995,0.786490,0.814426,1.074376,1.443970,1.495404,8.551064,8.284089,8.297916,8.541587,8.840394,8.863835,0.128077,0.093360,0.094700,0.125079,0.167873,0.170066
Fraseria_lendu_ott7660864,No status,no_domain,no_kingdom,no_phylum,1000,1.094860,0.003622,0.026756,0.494932,6.070903,8.582820,3.013432,0.248276,0.363221,2.039765,7.890777,8.590771,0.364991,0.002384,0.024115,0.246149,0.999900,0.999900
Gygis_alba_ott915897,LC,no_domain,no_kingdom,no_phylum,1000,1.094254,0.040757,0.115442,1.161481,1.873357,1.919535,20.618620,20.618600,20.618600,20.618604,20.618748,20.619031,0.053071,0.001977,0.005599,0.056332,0.090858,0.093097
Cinnyris_prigoginei_ott3597663,No status,no_domain,no_kingdom,no_phylum,1000,1.092364,0.006010,0.056905,0.656525,3.198268,3.245102,3.128519,2.975728,2.989444,3.136107,3.241795,3.248270,0.348970,0.001909,0.018268,0.209082,0.999900,0.999900
Bernieria_madagascariensis_Gmelin_1789_ott959901,NT,no_domain,no_kingdom,no_phylum,1000,1.092276,0.783625,0.807460,1.070960,1.430625,1.476741,8.520503,8.341675,8.349842,8.514537,8.709899,8.726108,0.128201,0.093327,0.094862,0.125777,0.167771,0.170014
Ciconia_nigra_ott549527,LC,no_domain,no_kingdom,no_phylum,1000,1.092088,0.037282,0.081039,1.185148,1.849379,1.887611,20.253481,20.252010,20.252072,20.253247,20.256263,20.258388,0.053921,0.001841,0.004001,0.058519,0.091317,0.093196
Aphelocoma_wollweberi_ott840089,No status,no_domain,no_kingdom,no_phylum,1000,1.091637,0.010415,0.079486,0.734443,3.027656,3.070716,2.987036,2.882956,2.888077,2.991745,3.070392,3.078394,0.365372,0.003531,0.026582,0.245000,0.999900,0.999900
Dyaphorophyia_castanea_ott471073,No status,no_domain,no_kingdom,no_phylum,1000,1.091263,0.006883,0.044673,0.626672,4.941393,9.113617,3.011046,0.995788,1.072811,2.163121,8.155971,9.392126,0.368628,0.003329,0.022306,0.236240,0.999900,0.999900
Pycnonotus_davisoni_ott6520745,No status,no_domain,no_kingdom,no_phylum,1000,1.090715,0.010525,0.063261,0.662995,4.024087,8.848428,2.961069,1.750311,1.795121,2.450194,6.676249,10.599317,0.371416,0.003934,0.021644,0.228116,0.999900,0.999900
Xanthotis_provocator_ott3598758,No status,no_domain,no_kingdom,no_phylum,1000,1.090562,0.008189,0.056471,0.732229,2.984473,3.126831,2.965242,2.926475,2.927326,2.947177,3.076548,3.149828,0.367777,0.002722,0.019285,0.246149,0.999900,0.999900
Sholicola_major_ott1082155,NT,no_domain,no_kingdom,no_phylum,1000,1.089548,0.538023,0.583943,0.973314,2.108540,2.431232,8.538684,5.399619,5.489451,7.387605,14.339153,14.339153,0.127534,0.093524,0.094928,0.126110,0.166770,0.169655
Porphyrio_madagascariensis_ott485731,No status,no_domain,no_kingdom,no_phylum,1000,1.089229,0.006313,0.052269,0.690905,3.076490,5.485785,3.020916,2.756910,2.766144,2.917240,3.488956,6.182212,0.361278,0.001977,0.016800,0.228072,0.999900,0.999900
Pterodroma_inexpectata_ott85282,NT,no_domain,no_kingdom,no_phylum,1000,1.089157,0.794222,0.811426,1.072833,1.423396,1.446332,8.507110,8.507110,8.507110,8.507110,8.507111,8.507113,0.128029,0.093360,0.095382,0.126110,0.167318,0.170014
Bradypterus_centralis_ott6520393,No status,no_domain,no_kingdom,no_phylum,1000,1.089076,0.007094,0.073466,0.681187,3.007127,3.123465,2.972760,2.850810,2.865825,2.967699,3.104415,3.128636,0.366223,0.002384,0.024966,0.229160,0.999900,0.999900
Ixos_malaccensis_ott434240,NT,no_domain,no_kingdom,no_phylum,1000,1.088566,0.713762,0.759317,1.072024,1.554467,1.668979,8.402809,7.489317,7.552664,8.117543,9.983019,10.018248,0.129548,0.093327,0.095353,0.129054,0.167469,0.169757
Lepidocolaptes_fatimalimae_ott5560073,No status,no_domain,no_kingdom,no_phylum,1000,1.088543,0.007904,0.055576,0.684615,3.541254,4.142735,2.981624,2.362811,2.392136,2.779359,4.130231,4.151435,0.362686,0.002992,0.017832,0.223297,0.999900,0.999900
Nisaetus_philippensis_ott806927,EN,no_domain,no_kingdom,no_phylum,1000,1.086252,0.728225,0.762799,1.070496,1.478569,1.558016,2.178488,2.105354,2.109500,2.169989,2.314643,2.390013,0.498659,0.343978,0.350059,0.491128,0.678709,0.689099
Dyaphorophyia_tonsa_ott436723,No status,no_domain,no_kingdom,no_phylum,1000,1.085736,0.003773,0.044828,0.607039,4.973251,9.104279,3.009769,1.000625,1.098329,2.304604,8.029492,9.392123,0.363027,0.002045,0.017293,0.227956,0.999900,0.999900
Amaurospiza_aequatorialis_ott6154182,No status,no_domain,no_kingdom,no_phylum,1000,1.085143,0.007005,0.061030,0.667095,3.023409,3.179648,3.025015,3.008033,3.008148,3.013583,3.114885,3.209998,0.358611,0.002316,0.020229,0.219127,0.999900,0.999900
Hemixos_cinereus_ott304540,No status,no_domain,no_kingdom,no_phylum,1000,1.085105,0.005907,0.050780,0.741282,2.905824,2.922827,2.899020,2.885687,2.886260,2.897164,2.919700,2.925377,0.374330,0.002045,0.017451,0.255374,0.999900,0.999900
Patagioenas_inornata_ott96873,NT,no_domain,no_kingdom,no_phylum,1000,1.083686,0.782794,0.804604,1.074052,1.398914,1.423589,8.375880,8.375880,8.375880,8.375880,8.375880,8.375880,0.129382,0.093458,0.096062,0.128232,0.167017,0.169963
Lamprotornis_fischeri_ott793165,No status,no_domain,no_kingdom,no_phylum,1000,1.083252,0.007624,0.052606,0.670395,3.090522,3.150249,3.017645,2.838589,2.849923,3.030868,3.144253,3.151191,0.358925,0.002452,0.017466,0.220677,0.999900,0.999900
Tockus_ruahae_ott605709,No status,no_domain,no_kingdom,no_phylum,1000,1.083045,0.010447,0.049693,0.673429,3.027632,3.125139,3.026969,3.013561,3.013616,3.018570,3.093721,3.173284,0.357711,0.003464,0.016470,0.222393,0.999900,0.999900
Pycnonotus_conradi_ott6153868,No status,no_domain,no_kingdom,no_phylum,1000,1.081668,0.006222,0.052257,0.649100,3.945498,8.611298,2.980182,1.755060,1.803441,2.509361,6.604767,11.156163,0.366226,0.002519,0.018386,0.232745,0.999900,0.999900
Polyplectron_katsumatae_ott157749,EN,no_domain,no_kingdom,no_phylum,1000,1.081359,0.744123,0.764439,1.043993,1.479027,1.518693,2.180767,2.157098,2.158052,2.178712,2.210105,2.212914,0.495828,0.342596,0.351090,0.478527,0.679670,0.689099
Philentoma_velata_ott692855,NT,no_domain,no_kingdom,no_phylum,1000,1.081294,0.746016,0.791229,1.063254,1.426801,1.511515,8.479150,7.926596,7.953687,8.505870,8.893910,8.918638,0.127541,0.093393,0.094764,0.125515,0.166967,0.169860
Anarhynchus_mongolus_ott6520884,No status,no_domain,no_kingdom,no_phylum,1000,1.080684,0.006507,0.057034,0.645527,3.796061,5.051636,3.025507,1.956193,1.992851,2.695815,4.837004,5.052141,0.358874,0.002587,0.020248,0.225380,0.999900,0.999900
Carpodacus_waltoni_ott6153321,No status,no_domain,no_kingdom,no_phylum,1000,1.080625,0.005373,0.059112,0.685112,2.996970,3.133010,2.964723,2.915821,2.916767,2.943690,3.109808,3.155957,0.364153,0.001841,0.020062,0.231991,0.999900,0.999900
Chrysocolaptes_lucidus_lucidus_ott6520474,No status,no_domain,no_kingdom,no_phylum,1000,1.079552,0.005639,0.055365,0.735706,2.925426,4.141778,2.689377,2.496194,2.497580,2.571914,3.644624,4.142192,0.398529,0.002045,0.021075,0.269524,0.999900,0.999900
Anthus_spragueii_ott664788,VU,no_domain,no_kingdom,no_phylum,1000,1.079423,0.740935,0.752445,1.044976,1.468801,1.502861,4.356106,4.318178,4.320074,4.357059,4.391868,4.398975,0.247789,0.170272,0.173036,0.240340,0.337131,0.342471
Charadrius_melodus_ott234677,NT,no_domain,no_kingdom,no_phylum,1000,1.078392,0.751405,0.799638,1.061314,1.412611,1.465240,8.388853,8.009426,8.029372,8.407051,8.680189,8.696930,0.128570,0.093393,0.095223,0.126286,0.167519,0.169963
Anous_albivitta_ott7659018,No status,no_domain,no_kingdom,no_phylum,1000,1.077653,0.003569,0.046220,0.629816,4.566244,5.498551,2.898673,1.466683,1.533889,2.335354,5.487865,5.506191,0.365855,0.002180,0.020721,0.244702,0.999900,0.999900
Jabiru_mycteria_ott1041424,LC,no_domain,no_kingdom,no_phylum,1000,1.077548,0.037871,0.110962,1.127816,1.815314,1.848851,19.824678,19.801344,19.802699,19.825167,19.847004,19.854149,0.054355,0.001909,0.005599,0.056877,0.091581,0.093163
Myadestes_obscurus_ott786482,NT,no_domain,no_kingdom,no_phylum,1000,1.076433,0.785194,0.797297,1.065183,1.404560,1.430488,8.411229,8.410045,8.410104,8.411280,8.412106,8.412136,0.127976,0.093360,0.094799,0.126638,0.166969,0.170066
Otus_manadensis_ott3595738,LC,no_domain,no_kingdom,no_phylum,1000,1.076227,0.046726,0.120122,1.153766,1.792539,1.828046,19.601333,19.601333,19.601333,19.601333,19.601333,19.601333,0.054906,0.002384,0.006128,0.058862,0.091450,0.093261
Ducula_goliath_ott3596552,NT,no_domain,no_kingdom,no_phylum,1000,1.075735,0.756112,0.797618,1.047965,1.417251,1.478081,8.429413,8.052264,8.072664,8.447173,8.700149,8.713009,0.127642,0.093327,0.095053,0.124350,0.167772,0.170014
Pardalotus_quadragintus_ott3599301,EN,no_domain,no_kingdom,no_phylum,1000,1.075679,0.657837,0.736535,1.059300,1.519443,1.601989,2.150123,1.892883,1.914330,2.166299,2.347454,2.373767,0.500305,0.342847,0.348794,0.495096,0.677774,0.688612
Sterna_virgata_ott3596944,NT,no_domain,no_kingdom,no_phylum,1000,1.075650,0.739172,0.777770,1.067552,1.444485,1.521534,8.372299,7.763441,7.829339,8.311195,9.072893,9.214226,0.128516,0.093524,0.095415,0.127361,0.167773,0.170066
Lepidocolaptes_fuscicapillus_ott5560072,No status,no_domain,no_kingdom,no_phylum,1000,1.075119,0.005820,0.059857,0.707216,3.427027,4.144130,2.990462,2.363920,2.389224,2.747363,4.123970,4.149627,0.356995,0.002316,0.018926,0.239554,0.999900,0.999900
Ducula_finschii_ott3596535,NT,no_domain,no_kingdom,no_phylum,1000,1.074835,0.760575,0.795016,1.059521,1.406186,1.457601,8.402274,8.126340,8.142675,8.415092,8.610310,8.618044,0.127910,0.093360,0.094471,0.125777,0.165972,0.169963
Sheppardia_gunningi_ott24297,NT,no_domain,no_kingdom,no_phylum,1000,1.074653,0.782008,0.799556,1.062064,1.397907,1.421069,8.377377,8.376201,8.376216,8.376760,8.382027,8.384861,0.128281,0.093360,0.095446,0.126778,0.166884,0.169655
Stachyris_nonggangensis_ott3598461,VU,no_domain,no_kingdom,no_phylum,1000,1.074058,0.728441,0.748706,1.052000,1.486504,1.819299,4.430018,4.276279,4.277997,4.338799,5.200780,5.471154,0.242460,0.170169,0.171883,0.237501,0.335423,0.342471
Brachypteryx_goodfellowi_ott7068381,No status,no_domain,no_kingdom,no_phylum,1000,1.073250,0.007082,0.054018,0.714910,3.770384,4.892234,3.024462,2.125752,2.160180,2.736577,4.629054,4.892795,0.355757,0.003060,0.017338,0.234584,0.999900,0.999900
Hierococcyx_hyperythrus_ott3596320,No status,no_domain,no_kingdom,no_phylum,1000,1.072521,0.005213,0.036738,0.623065,4.084611,7.107950,2.898147,1.685788,1.738144,2.454558,6.164252,7.357439,0.363247,0.001977,0.014898,0.220753,0.999900,0.999900
Phibalura_flavirostris_ott3599626,LC,no_domain,no_kingdom,no_phylum,1000,1.070944,0.038917,0.116713,1.135138,1.808219,1.836719,19.687400,19.687400,19.687400,19.687400,19.687401,19.687401,0.054397,0.001977,0.005928,0.057658,0.091846,0.093294
Nyctibius_leucopterus_ott178241,LC,no_domain,no_kingdom,no_phylum,1000,1.069943,0.040276,0.114379,1.141036,1.789055,1.851711,19.437264,18.856632,18.888189,19.468410,19.882211,19.901421,0.055024,0.002045,0.005989,0.058776,0.091581,0.093196
Pipra_rubrocapilla_ott165535,No status,no_domain,no_kingdom,no_phylum,1000,1.069247,0.006108,0.037293,0.677224,3.236926,4.110712,3.016857,2.823864,2.825508,2.896086,3.908363,5.541815,0.352913,0.002045,0.012765,0.223785,0.999900,0.999900
Anous_ceruleus_ott7659019,No status,no_domain,no_kingdom,no_phylum,1000,1.066054,0.007556,0.044830,0.615536,4.453684,5.498551,2.931204,1.466681,1.541211,2.444509,5.493952,5.510979,0.357899,0.002180,0.018914,0.218283,0.999900,0.999900
