ott,status_code
1075021,LC
107503,LC
1075045,LC
1075050,LC
107506,LC
1075076,CR
107509,LC
1075092,LC
1075095,DD
1075097,LC
10751,LC
107512,DD
1075120,CR
1075146,LC
1075149,LC
1075153,LC
1075156,LC
1075161,LC
1075164,LC
107519,LC
107521,LC
1075237,LC
1075241,DD
1075245,LC
1075250,LC
1075252,LC
1075256,LC
107526,LC
1075273,LC
107528,LC
1075327,LC
1075329,VU
1075366,NT
1075420,EN
1075427,EN
1075432,NT
1075435,LC
1075437,LC
1075443,NT
1075448,DD
1075451,LC
107546,LC
107553,LC
1075616,LC
1075640,LC
1075670,LC
1075693,LC
1075713,LC
1075721,NT
1075728,LC
1075733,LC
1075736,LC
1075790,EN
1075794,EN
1075846,LC
1075896,LC
1075901,LC
1075907,LC
1075938,VU
107595,LC
1075957,LC
1075966,LC
1075967,LC
1075993,LC
1076003,LC
1076013,LC
1076015,LC
1076020,LC
1076028,LC
107603,LC
1076054,LC
1076056,LC
1076058,LC
1076060,LC
1076066,LC
1076073,LC
107609,LC
1076111,DD
1076171,LC
107619,VU
1076190,LC
1076198,LC
1076201,LC
107622,EN
1076252,LC
1076300,LC
1076318,VU
1076325,LC
1076468,LC
1076469,LC
1076474,LC
1076483,LC
1076520,LC
1076522,LC
1076527,LC
1076528,LC
1076541,LC
1076545,LC
1076555,LC
1076557,LC
1076560,LC
1076562,LC
1076566,LC
1076570,LC
1076641,LC
1076826,EN
1076830,VU
1076834,VU
1076836,VU
1076840,LC
1076845,EN
107686,EN
1076899,LC
1076913,LC
1076943,LC
1076996,LC
10771,LC
1077132,LC
1077162,NT
1077166,LC
1077204,VU
1077261,LC
1077268,LC
1077292,LC
1077343,LC
1077367,LC
1077380,VU
1077403,LC
1077416,LC
1077422,LC
1077424,LC
1077428,LC
1077433,LC
1077478,LC
1077540,LC
1077541,VU
1077590,LC
1077592,LC
1077593,LC
1077594,LC
1077595,LC
1077599,LC
1077601,LC
1077603,LC
1077604,EN
1077605,LC
1077606,VU
107761,DD
1077626,LC
107763,LC
107765,DD
1077669,VU
107767,LC
1077679,CR
1077689,LC
107769,LC
1077710,CR
1077717,LC
1077719,VU
107772,LC
1077725,LC
1077727,NT
1077731,LC
1077733,LC
1077743,LC
1077774,LC
1077863,EN
1077866,EN
1077892,EN
1077927,LC
1077970,LC
1077979,LC
1077982,LC
1078013,LC
1078022,LC
1078024,LC
1078026,LC
1078027,CR
1078028,LC
1078037,LC
1078041,NT
1078043,LC
1078047,DD
1078049,LC
1078059,LC
1078063,LC
1078067,LC
1078088,LC
1078090,LC
1078091,LC
1078094,LC
1078101,LC
1078279,EN
1078299,LC
1078303,LC
1078305,LC
1078311,LC
1078356,DD
1078365,LC
1078369,LC
1078375,EN
1078383,LC
1078385,LC
1078386,LC
1078390,LC
1078392,LC
1078394,EN
107840,LC
1078400,LC
1078401,LC
1078411,LC
1078413,EN
1078437,LC
1078490,EN
1078503,LC
1078505,LC
1078516,LC
1078519,LC
1078520,LC
1078522,EN
1078525,VU
1078527,EN
107857,LC
1078630,LC
1078660,LC
1078666,LC
1078696,EN
1078780,LC
1078784,LC
1078789,LC
1078792,LC
1078795,NT
1078798,LC
1078801,LC
1078804,LC
1078807,CR
1078811,VU
1078816,EN
107884,EN
1078855,LC
1078867,LC
1078874,LC
1078885,LR/nt
1078906,LC
1078908,CR
1078914,LC
107904,LC
1079062,LC
1079067,LC
1079080,DD
1079083,LC
1079119,LC
1079127,NT
1079168,VU
1079184,LC
1079251,LC
1079289,LC
1079290,VU
1079292,VU
1079297,DD
1079299,LC
1079346,EN
1079364,NT
1079367,LC
1079383,EN
1079385,LC
1079463,LC
1079557,LC
1079559,LC
1079584,DD
107959,LC
1079590,VU
1079624,VU
1079628,LC
107966,DD
1079714,LC
1079723,LC
107973,LC
1079752,LC
1079770,LC
1079834,LC
1079837,VU
1079923,LC
1079933,LC
1079943,LC
1079978,LC
1079985,LC
1080,VU
1080003,LC
1080017,LR/nt
1080021,VU
1080056,LC
1080064,EX
1080069,LC
1080075,LC
1080142,LC
1080286,VU
1080291,NT
1080294,LC
1080298,LC
1080329,LC
1080374,DD
1080376,LC
1080435,LC
108045,LC
1080455,LC
108047,LC
1080540,LC
1080542,EN
1080546,VU
1080548,LC
1080617,DD
1080638,VU
1080649,LC
1080666,LC
1080706,LC
1080749,EN
1080755,EN
1080789,LC
1080798,LC
1080802,LC
1080835,LC
1080871,LC
1080922,NT
1080923,VU
1080924,LC
1080925,EN
1080957,LC
1080979,LC
1080982,LC
1081054,VU
1081140,LC
1081226,VU
1081324,LC
1081327,LC
1081334,LC
1081336,LC
1081426,LC
1081439,LC
1081463,DD
1081464,DD
1081477,LC
1081513,LC
1081526,LC
1081537,LC
1081547,LC
1081560,LC
1081601,VU
1081616,DD
1081622,DD
1081633,DD
1081684,LC
1081719,LC
1081724,NT
1081738,NT
1081740,NT
1081775,LC
1081899,LC
1081915,LC
1081920,VU
1081926,LC
1081928,LC
1081930,DD
1081936,LC
1081943,EN
1081945,VU
1081951,DD
10821,LC
1082129,LC
1082130,LC
1082133,LC
1082135,NT
1082141,LC
1082142,NT
1082150,VU
1082155,NT
1082236,LC
1082240,LC
1082251,LC
1082258,VU
1082259,LC
1082265,DD
108227,LC
1082318,LC
1082333,VU
1082345,LC
1082354,LC
1082362,NT
1082386,LC
1082391,LC
108242,LC
108244,LC
1082444,LC
1082452,LC
1082485,LC
1082500,LC
1082505,LC
1082579,LC
1082655,LC
1082685,LC
1082739,LC
1082745,LC
1082830,LC
1082836,LC
108289,DD
1082905,CR
108291,LC
108295,LC
108297,LC
1082979,LC
1082981,NT
108299,LC
1083037,EN
1083042,LC
1083044,LC
1083046,LC
1083080,VU
1083195,LC
1083202,LC
1083224,VU
1083283,LC
1083286,LC
1083320,LC
1083321,LC
1083324,LC
1083325,LC
1083329,LC
1083332,NT
1083334,VU
1083338,LC
1083343,VU
1083346,LC
1083370,LC
1083398,LC
1083422,LC
1083426,LC
1083430,LC
1083466,LC
1083497,VU
108350,LC
1083711,LC
1083715,LC
1083719,LC
108372,LC
1083721,LC
1083724,LC
1083726,LC
1083752,DD
1083754,DD
1083760,VU
1083762,LC
1083764,NT
1083768,CR
1083770,DD
1083772,EN
1083796,LC
1083802,CR
1083808,LC
108390,LC
108394,LC
1083965,LC
1083969,CR
1083972,EN
1083975,VU
108399,LC
10840,DD
108403,LC
1084057,LC
1084060,LC
108407,LC
1084087,LC
1084089,LC
1084093,LC
1084095,LC
10841,LC
108411,LC
108415,LC
10843,DD
108437,LC
1084378,NT
108438,LC
10844,LC
1084588,LC
1084620,DD
1084622,DD
1084625,LC
1084632,DD
1084634,LC
1084666,LC
1084674,LC
1084784,LC
1084794,LC
1084809,LC
108493,LC
108502,VU
1085028,LC
1085049,LC
1085086,LC
1085098,LC
1085099,LC
1085100,LC
1085102,LC
1085104,DD
1085106,LC
1085108,LC
1085110,LC
1085112,LC
1085127,LC
1085193,LC
1085203,EN
1085237,LC
1085342,LC
1085349,LC
1085351,LC
1085404,LC
1085407,LC
1085410,LC
1085419,LC
108562,LC
1085623,LC
108564,LC
108567,LC
1085685,LC
1085690,LC
1085692,LC
1085706,LC
108571,LC
1085722,LC
1085724,LC
1085727,LC
1085739,LC
108574,LC
1085740,LC
1085744,LC
1085754,LC
1085791,EN
108584,LC
1085933,LC
1085968,VU
1085971,LC
1085975,NT
108599,LC
1085996,LC
1085997,LC
1085998,LC
1086,LC
108608,VU
108610,LC
108617,LC
1086188,EN
1086193,LR/nt
1086197,NT
1086213,LC
1086230,LC
1086231,VU
1086241,LC
1086254,LC
1086292,LC
1086320,LC
1086397,LC
1086399,LC
1086403,LC
1086405,LC
1086408,LC
1086410,LC
1086412,LC
1086415,LC
1086417,LC
1086494,VU
1086513,LC
1086524,LC
1086525,LC
1086536,LC
1086542,LC
108655,LC
1086550,DD
1086556,LC
1086559,LC
1086562,LC
1086566,LC
1086606,LC
1086622,LC
1086690,LC
1086700,LC
1086705,LC
108672,EN
1086720,NT
1086730,EN
1086789,LC
1086811,LC
1086814,LC
108682,LC
1086880,LC
1086884,LC
1086889,LC
10869,LC
1086968,NT
1086971,LC
1086973,LC
1086978,EN
1086986,VU
1086988,NT
1087004,LC
1087025,LC
1087028,LC
1087062,VU
1087158,LC
1087161,CR
1087163,LC
1087166,LC
108717,LC
1087170,LC
1087202,LC
108721,LC
1087210,LC
108728,LC
1087313,LC
1087326,LC
1087339,LC
1087340,EN
1087343,LC
1087349,LC
1087423,LC
1087425,LC
1087426,LC
1087427,LC
1087428,LC
1087429,VU
1087430,LC
1087459,LC
1087466,LC
1087473,LC
1087479,LC
1087490,LC
1087496,VU
1087518,CR
1087520,EN
1087521,EN
108754,LC
1087550,LC
1087570,LC
1087574,LC
1087579,LC
108758,CR
1087582,LC
1087584,LC
108760,LC
108761,LC
1087622,LC
1087647,LC
108765,CR
1087650,LC
108771,NT
1087749,CR
1087751,NT
1087753,EN
1087755,EN
1087758,EN
1087760,CR
1087762,EN
1087765,EN
1088027,VU
1088048,LC
1088078,LC
1088086,LC
1088095,LC
1088102,VU
1088117,DD
1088126,DD
1088156,LC
1088165,LC
1088167,LC
1088334,LC
1088395,EN
1088398,LC
1088399,LC
1088400,LC
1088403,LC
1088406,NT
1088410,LC
1088414,LC
1088422,EN
1088432,EN
1088452,LC
1088454,CR
1088527,LC
1088575,LC
1088690,LC
1088692,LC
1088696,VU
1088698,LC
1088705,LC
1088707,DD
1088730,LC
1088732,LC
1088760,LC
1088813,VU
1088836,LC
1088838,LC
1088841,LC
1088854,EN
1088865,LC
1088867,LC
1088882,LC
1088885,LC
1088887,LC
1088889,LC
1088895,LC
108891,EN
1088957,EN
1088959,LC
108896,LC
108897,EN
1089003,DD
1089053,LR/cd
1089072,LC
1089075,LC
108908,LC
108909,EN
1089121,LC
1089147,LC
1089162,LC
1089242,LC
1089268,LC
1089322,LC
1089337,LC
1089366,DD
1089500,LC
1089502,LC
1089601,CR
1089623,LC
1089641,CR
1089642,EN
1089663,CR
1089672,EN
1089675,CR
1089678,LC
1089682,EN
1089691,LC
1089696,LC
1089736,LC
1089745,LC
1089798,LR/lc
1089802,LC
1089846,LC
1089861,EN
1089933,CR
1089938,LC
1089983,LC
1089987,LC
1089999,VU
109001,LC
109003,LC
1090031,LC
1090037,LC
109006,LC
1090066,VU
1090076,LC
1090080,LC
1090098,VU
1090111,LC
1090126,LC
109015,LC
109017,LC
1090195,LC
109020,LC
1090249,EN
1090262,LC
1090367,LC
1090373,EN
1090383,LC
1090385,LC
1090387,LC
1090406,LC
1090419,LC
109046,LC
109049,VU
109051,LC
109054,LC
1090583,LC
1090598,LC
109060,LC
1090614,LC
109062,LC
1090640,EN
1090643,LC
1090647,EN
1090686,DD
1090701,LC
1090732,LC
1090736,LC
1090786,LC
1090792,LC
1090801,LC
1090802,LC
1090806,LC
1090807,LC
1090808,EN
1090809,LC
1090819,LC
1090846,LC
1090860,LC
1090871,EN
1090883,CR
1090887,EN
1090893,EX
109090,LC
1090928,EN
1090930,LC
1090935,LC
1090940,NT
1090962,DD
1090963,DD
1090968,LC
1090971,DD
1090994,LC
1090997,NT
1091026,VU
1091028,EN
1091066,VU
1091077,EN
1091090,VU
1091095,VU
1091103,LC
1091109,LC
1091143,EN
109116,DD
109120,LC
1091202,LC
1091206,LC
1091212,LC
1091215,LC
1091220,LC
109124,LC
109126,LC
1091329,EN
1091388,LC
1091389,LC
1091392,LC
1091393,LC
1091394,LC
1091395,LC
1091449,VU
1091453,LC
1091468,LC
1091485,LC
1091534,LC
1091535,LC
1091536,LC
1091541,LC
1091542,LC
1091545,LC
1091548,LC
1091550,LC
1091552,LC
1091554,LC
1091558,LC
1091560,LC
1091563,LC
1091565,LC
109159,VU
109162,EN
1091643,EN
1091653,LC
1091661,LC
1091665,LC
1091667,LC
1091669,LC
1091671,DD
1091678,NT
1091692,LC
1091698,LC
1091919,LC
1091922,LC
1091929,EN
1091964,VU
1091969,VU
1091976,CR
1091980,LC
1091996,LC
1092024,LC
1092067,LC
1092089,LC
1092098,NT
1092104,LC
1092119,EN
1092121,VU
1092123,LC
1092127,LC
1092129,EN
1092151,LC
1092187,LC
1092194,LC
1092200,LC
1092231,CR
1092234,EN
1092236,EN
1092325,LC
1092358,LC
1092364,LC
1092367,EN
1092439,LC
1092503,DD
1092507,DD
1092509,LC
1092512,LC
1092515,EN
1092518,NT
1092521,LC
1092524,NT
1092527,LC
1092532,EN
1092533,EN
1092538,EN
1092539,DD
1092549,LC
1092552,LC
1092555,LC
109257,LC
1092571,LC
1092574,LC
1092580,LC
1092626,LC
1092630,NT
109265,LC
1092661,LC
1092666,LC
1092675,LC
1092686,LC
1092695,LC
1092743,DD
1092746,NT
1092864,LC
1092918,LC
1092941,LC
1092950,LC
1092953,LC
1092954,LC
1092955,LC
1092956,LC
1092958,EX
1092981,NT
1092987,LC
10930,LC
109304,LC
1093062,VU
109307,LC
109309,LC
109310,LC
109311,LC
109326,LC
1093260,LC
1093298,LC
1093379,LC
1093429,LC
1093434,LC
1093436,LC
1093440,LC
1093461,LC
1093469,LC
1093528,LC
1093539,EN
1093552,LC
1093557,VU
1093580,LC
1093588,VU
109362,NT
1093624,LC
109368,EN
1093684,LC
1093702,LC
109375,LC
1093794,CR
1093796,LC
109380,LC
1093822,LC
1093902,LC
1093905,LC
1093908,CR
1093917,VU
1093924,LC
1093936,LC
1093941,NT
1093944,LC
1094061,LC
109408,LC
1094080,LC
1094092,NT
109411,LC
1094118,LC
1094120,LC
1094144,LC
109415,LC
1094167,LC
1094169,LC
1094219,LC
1094255,LC
1094258,LC
1094262,LC
1094269,LC
1094300,EN
1094301,VU
1094302,LC
1094314,LC
1094464,NT
1094467,LC
1094509,LC
1094511,NT
1094517,LC
1094522,EN
1094523,VU
1094526,LC
1094533,LC
1094535,LC
1094537,EN
1094540,LC
1094570,DD
10946,LC
1094608,CR
1094610,LC
1094612,VU
1094642,LC
1094678,LC
1094710,LC
1094712,LC
1094737,LC
1094743,LC
1094745,LC
1094746,LC
1094747,LC
1094748,LC
1094749,DD
1094750,LC
1094751,LC
1094762,LC
1094779,LC
1094796,LC
1094798,LC
1094806,LC
1094814,LC
1094827,LC
1094839,LC
1094840,LC
1094847,LC
1094850,LC
1094895,LC
1094897,CR
1094974,LC
1094981,NT
1094984,LC
1094996,LC
1095000,NT
1095016,DD
109514,LC
1095192,LC
1095202,LC
1095217,LC
1095228,LC
1095231,LC
1095245,LC
1095254,LC
1095256,LC
1095258,LC
1095260,LC
1095262,LC
1095264,LC
1095309,LC
1095311,LC
1095324,EN
1095362,LC
1095369,LC
1095374,LC
1095415,LC
1095463,EN
1095489,NT
1095501,VU
1095571,LC
1095603,VU
1095610,EN
1095624,LC
1095672,LC
1095713,LC
1095837,LC
1095873,LC
1095887,LC
1095889,LC
1095891,LC
1095899,LC
1095908,LC
109604,LC
1096084,EN
1096093,EN
1096103,NT
1096140,LC
1096150,NT
1096259,LC
1096310,LC
1096380,LC
1096445,DD
1096458,EW
109648,DD
109652,LC
1096535,LC
1096695,NT
10967,DD
1096854,LC
1096864,EN
1096873,NT
1096897,LC
10969,EN
1096927,LC
1096991,NT
1096993,NT
1097060,LC
1097062,LC
1097181,LC
1097188,VU
1097215,LC
1097289,VU
10973,LC
1097401,LC
1097434,LC
1097457,LC
1097459,LC
1097482,LC
1097550,LC
1097557,VU
1097559,DD
1097562,LC
1097567,VU
1097569,LC
1097571,LC
1097592,LC
1097605,CR
1097666,LC
1097688,LC
1097691,LC
10977,LC
1097708,LC
1097710,LC
1097712,LC
1097716,LC
1097720,LC
1097764,LC
1097832,CR
1097871,LC
1097892,LC
109791,LC
1097964,LC
109798,LC
1097991,NT
109801,LC
1098045,LC
109823,VU
109825,EN
1098256,LC
109826,LC
1098264,LC
1098349,EN
1098597,EN
1098617,NT
1098618,LC
1098637,LC
1098643,LC
1098646,LC
1098659,LC
1098661,LC
1098756,LC
1098760,NT
1098762,LC
1098789,LC
109882,LC
109884,NT
1098853,LC
109886,LC
109888,VU
1098883,LC
1098890,LC
1098907,EN
109904,LC
1099046,LC
1099064,CR
1099094,EN
1099096,EN
1099101,LC
109913,LC
11001,LC
11002,LC
11004,VU
110057,VU
110059,LC
11006,LC
110062,VU
110066,NT
11007,LC
11008,LC
11009,NT
110111,LC
110127,LC
110134,LC
110144,LC
110201,VU
110202,VU
110207,VU
110220,LC
110225,LC
110421,LC
110462,LC
110466,LC
110468,LC
110476,LC
110477,LC
110479,LC
110480,LC
110483,NT
110489,NT
110534,LC
11054,DD
110540,EN
110545,LC
110550,LC
110556,LC
110563,LC
110566,LC
110571,LC
110605,LC
11061,LC
110622,VU
110715,VU
110718,VU
110719,VU
11073,LC
110737,LC
110766,LC
110811,LC
110844,CR
110854,LC
110936,LC
110963,VU
110974,VU
111011,LC
111015,NT
111024,LC
111030,VU
111095,EN
11116,LC
111197,EN
111199,VU
111202,LC
111206,EN
111210,EN
11122,CR
111235,VU
11126,VU
111289,LC
111301,LC
111304,LC
111331,LC
111343,LC
11137,EN
111375,LC
111381,VU
111433,CR
11147,LC
111500,LC
111502,LC
111505,LC
11160,LC
111624,LC
111626,VU
111628,VU
111630,EN
111632,LC
111634,LC
111637,LC
111640,LC
111642,VU
111644,NT
111652,LC
111660,LC
111663,LC
111671,LC
111675,VU
111709,LC
111732,LC
111742,LC
111758,VU
111797,LC
1118,CR
111830,DD
111859,NT
111862,CR
111864,EN
1119,EN
111902,LC
111919,CR
111926,LC
111996,LC
112004,NT
112038,LC
112039,VU
112040,LC
112045,NT
112046,EN
112115,LC
112124,LC
112136,LC
112246,DD
112248,LC
112265,LC
112274,LC
112284,CR
112334,LC
112396,LC
112398,LC
112400,LC
112404,LC
112407,LC
112409,LC
112411,LC
112413,LC
112417,LC
112422,LC
112434,LC
11244,EN
112477,CR
112517,EN
112531,LC
112532,LC
11256,LC
112595,VU
112640,LC
112647,EN
112650,LC
11273,LC
11283,LC
112838,EN
112868,LC
112871,LC
112918,LC
112925,LC
112937,NT
112938,LC
112941,NT
112942,LC
112943,LC
112945,LC
112947,LC
112948,LC
112953,LC
112974,LC
112998,LC
113008,LC
113063,DD
113084,LC
113101,LC
113157,DD
113168,LC
113177,LC
113248,LC
113251,LC
113307,EN
113316,VU
113320,LC
113324,LC
113328,LC
113336,LC
113340,LC
113344,LC
113368,LC
113372,LC
113376,VU
113380,LC
113385,LC
113403,LC
11342,LC
113420,LC
113427,LC
113461,LC
113465,LC
113476,LC
113478,LC
113482,LC
11350,LC
113506,DD
113507,LC
113512,LC
113515,LC
113572,LC
113573,LC
113609,VU
113619,VU
113621,VU
113639,VU
113663,LC
113703,LC
113705,LC
113706,LC
113707,LC
113710,LC
113724,LC
113771,DD
113778,VU
113780,LC
113783,EN
113786,LC
113808,LC
113820,EN
113892,EN
113905,LC
113917,EN
11392,NT
11394,NT
11396,VU
11398,EN
113980,LC
113994,LC
114,VU
11401,CR
11405,EN
114057,CR
114059,VU
11407,EN
114107,DD
114110,DD
114112,DD
114114,DD
114117,DD
114119,DD
114121,DD
114123,DD
114126,LC
114156,CR
114170,LC
11419,LC
11420,LC
114257,LC
114258,EN
114261,EN
114267,LC
114269,EN
114270,CR
114271,EN
114272,DD
114273,LC
114274,CR
114280,LC
114287,LC
114294,LC
114297,LC
114307,LC
114313,LC
114348,LC
114379,LC
114401,NT
114408,EN
114410,EN
114411,VU
114416,LC
114417,LC
114418,LC
114464,EN
114467,NT
114469,EN
114473,LC
114476,EN
114485,LC
114487,VU
114548,CR
11461,LC
114668,CR
114695,LC
11471,LC
114713,LC
114741,LC
114754,LC
114802,LC
114822,EN
114857,DD
114862,LC
114872,LC
114878,LC
114885,LC
114889,LC
114891,LC
114934,NT
114940,VU
114945,DD
114982,EN
114986,LC
114991,LC
115044,VU
115048,LC
115051,LC
115055,LC
115057,VU
115061,LC
115123,LC
11514,VU
115167,LC
115205,LC
115206,LC
115215,LC
115217,LC
115221,LC
115223,LC
115227,VU
115286,EN
115352,LC
115369,LC
115372,LC
115375,NT
115377,LC
115379,LC
115381,LC
115385,CR
115387,LC
115389,LC
115395,VU
115440,NT
115446,EN
115449,LC
115463,LC
115471,LC
115476,LC
115478,LC
11548,LC
115490,LC
115501,LC
11551,LC
115537,LC
115540,LC
115578,LC
115619,LC
115639,LC
115650,EN
115654,EN
115672,LC
115716,DD
115718,LC
115721,LC
115723,LC
115725,LC
115727,LC
115729,LC
115742,LC
115743,LC
115751,CR
115753,CR
115817,DD
115852,DD
115855,DD
115856,LC
115857,LC
115858,LC
11586,NT
115944,LC
11611,LC
116134,LC
116143,LC
116146,LC
116169,LC
116172,LC
116181,LC
116183,LC
116268,LC
116272,LC
116274,LC
116276,LC
116277,EN
116295,LC
116297,LC
116300,LC
116302,LC
116307,LC
116325,DD
116390,LC
116391,LC
116394,LC
116396,LC
116398,LC
116399,LC
116401,LC
116402,LC
116466,LC
116486,LC
116518,LC
116522,LC
116528,LC
116538,LC
116543,VU
116554,LC
116579,LR/nt
116581,LC
116585,NT
116589,LC
116732,NT
116733,NT
116734,LC
116735,LC
116737,LC
116738,LC
116816,LC
116817,LC
116878,LC
116886,LC
116906,LC
116907,LC
116912,VU
116915,VU
116918,VU
116920,LC
11694,LC
116976,VU
116978,CR
116980,EN
116982,VU
116984,VU
116986,VU
116988,EN
116992,VU
116994,CR
117087,LC
117091,NT
117100,LC
11712,LC
117125,VU
117129,LC
117134,LC
117139,EN
11715,LC
117150,LC
11717,LC
117203,LC
117276,NT
117279,LC
117282,VU
117285,LC
117299,LC
117301,LC
117347,DD
117349,LC
117369,LC
117412,LC
117413,LC
117451,VU
11748,CR
117537,LC
117539,VU
117540,LC
117542,LC
117545,LC
117548,LC
117550,LC
117553,LC
117555,LC
117566,EN
117574,LC
117628,CR
117643,LC
117650,LC
117655,LC
11768,VU
117726,EN
117763,VU
117768,LC
117774,NT
11779,LC
117813,LC
117816,LC
117819,LC
117823,NT
117829,LC
117833,LC
117879,LC
117895,LC
117897,LC
117902,LC
117904,LC
117907,LC
117908,LC
11791,EN
117915,LC
118036,LC
118051,EN
118056,VU
118181,VU
118204,LC
118206,LC
11825,LC
118271,EN
11829,LC
118322,LC
11833,DD
118347,LC
11838,NT
118383,LC
118387,LC
118428,LC
118430,LC
118432,LC
118526,LC
118538,LC
118542,LC
118550,LC
118556,LC
118577,CR
118580,VU
118624,VU
118626,LC
118627,VU
118628,NT
118631,LC
118642,LC
118648,LC
118674,LC
118683,LC
11869,LC
11870,VU
118704,LC
118737,NT
118778,LC
118780,LC
118785,LC
118838,LC
118839,LC
118840,CR
118841,LC
118842,LC
118843,LC
118848,LC
118855,LC
118926,LC
118928,LC
118930,EN
118937,EN
118938,VU
11900,LC
119008,LC
119042,LC
119061,LC
119082,LC
119088,NT
119091,LC
1191,VU
119214,LC
119216,LC
119219,LC
119222,LC
119228,NT
119229,LC
119433,LC
119486,VU
119491,LC
119493,EN
1195,LC
119535,VU
119536,LC
119537,LC
119539,LC
119570,LC
119571,DD
119573,LC
119575,LC
119577,LC
119579,DD
119580,LC
119583,LC
119596,LC
119598,VU
119599,LC
119602,LC
119609,LC
119664,DD
119666,DD
119670,DD
119671,DD
119672,EN
119673,DD
119684,EN
119724,LC
119725,LC
119782,LC
119788,LC
119872,LC
119878,LC
119885,LC
119887,LC
119888,LC
119889,LC
119891,LC
119979,LC
119985,CR
119987,EN
119989,LC
12,LC
12006,LC
120090,CR
1201,LC
12012,VU
120145,DD
120149,LC
120152,LC
120158,LC
120185,LC
120190,EN
120203,LC
120209,NT
120212,CR
120235,NT
120236,LC
120277,LC
120283,LC
120286,LC
120291,LC
120297,LC
120298,LC
120299,LC
120301,LC
120322,LC
120329,CR
120362,LC
120396,LC
120404,LC
120410,LC
120414,LC
120424,LC
120430,DD
120438,LC
120453,LC
120517,LC
120572,VU
120573,LC
120591,LC
120593,NT
120631,NT
12069,LC
120713,LC
12073,LC
12077,LC
120800,LC
120802,LC
120826,LC
120833,LC
12089,LC
120948,LC
12095,LC
120966,LC
120972,LC
120976,LC
121028,CR
121141,LC
121160,LC
121207,LC
121287,DD
121328,LC
121359,LC
121360,NT
121362,LC
121363,LC
121365,LC
121366,LC
121367,LC
121549,LC
121580,LC
121584,LC
121594,LC
121647,LR/lc
121652,LC
121655,LC
121661,EN
121668,VU
121671,EW
121721,LC
121776,LC
121803,EN
121872,NT
121889,LC
121894,LC
121896,LC
121897,EN
121898,LC
121899,LC
121900,DD
121901,LC
121910,LC
121911,VU
121912,LC
121913,LC
122020,LC
122053,LC
122066,LC
122087,EN
12210,NT
122123,LC
122126,VU
122130,DD
122174,LC
122177,LC
122180,EN
122197,LC
122201,EN
12224,LC
122245,VU
122336,EN
122358,LC
122362,LC
122369,LC
122440,LC
12245,CR
122525,LC
122526,LC
122527,LC
122528,DD
122529,EN
122530,NT
122531,VU
122532,DD
122540,NT
122541,EN
12255,LC
12259,LC
12263,LC
12264,LC
122642,LC
122645,LC
12272,LC
12273,LC
122745,DD
122777,CR
122853,LC
122863,LC
122877,LC
122882,LC
122885,LC
122894,LC
122918,LC
122919,LC
122921,LC
122959,LC
122963,VU
122965,LC
122986,LC
122992,LC
123006,EN
123032,LC
123034,LC
123038,LC
123041,EN
123044,CR
123045,LC
123064,LC
123111,LC
123149,VU
123152,LC
123173,LC
123206,LC
123231,LC
123234,EN
123276,NT
123339,CR
123403,LC
123428,NT
123430,LC
12352,LC
123591,CR
123655,VU
123727,LC
123738,NT
123752,LC
123858,NT
123860,LC
123863,LC
123866,LC
123872,VU
123878,LC
123893,LC
123895,LC
123901,EN
123932,LC
124009,CR
124014,LC
124017,LC
124023,LC
124025,LC
124062,VU
12407,LC
124072,LC
124082,LC
124085,LC
12409,CR
124134,LC
124137,DD
124212,LC
124215,LC
124220,LC
124224,LC
124226,LC
124230,LC
124258,LC
124265,EN
124280,LC
124285,LC
124287,EN
124303,LC
124308,LC
124310,LC
12432,LC
124341,LC
124350,LC
124358,LC
124446,EN
124457,LC
124463,LC
124466,LC
124520,LC
124524,LC
124774,CR
12483,DD
124875,NT
124917,LC
124919,LC
124921,LC
124922,LC
124923,LC
124926,LC
124927,LC
124974,LC
124976,NT
124988,LC
124997,LC
125001,NT
125059,LC
125063,LC
125131,LC
125133,LC
125135,LC
125142,LC
125145,LC
12516,LC
125225,VU
125229,LC
125234,LC
125244,LC
125247,LC
125253,EN
125266,VU
125278,LC
125319,LC
125322,LC
125334,DD
12537,LC
1254,LC
125410,LC
125414,LC
125418,EN
125423,EN
125485,CR
125487,EN
125493,CR
125500,LC
125505,LC
125519,LC
125576,LC
125580,LC
125582,LC
125584,LC
125592,LC
1256,VU
125606,LC
125720,LC
125724,LC
125729,LC
125742,LC
125765,LC
125766,NT
125767,LC
125768,LC
125769,LC
125773,LC
125775,LC
125777,LC
125779,LC
125781,LC
125785,LC
125791,EN
125793,LC
125795,EN
125797,LC
1258,LC
125801,EN
125803,EN
125805,EN
125807,EN
125810,EN
125812,VU
125858,LC
125901,LC
125907,LC
125910,LC
1260,LC
126087,LC
12619,VU
126201,LC
126250,LC
126304,LC
126307,LC
12631,LC
126313,LC
126316,LC
126318,LC
12633,LC
126349,LC
126352,DD
126367,LC
12641,VU
126437,LC
126456,LC
126465,LC
126580,CR
126586,VU
126589,VU
126631,EN
126710,LC
126724,LC
126728,LC
126729,LC
126736,EN
126749,DD
126760,LC
126761,LC
126762,LC
126763,VU
126764,LC
126765,LC
126767,LC
126768,LC
126788,LC
126791,LC
126830,LC
126832,EN
126883,LC
126890,LC
126954,LC
126963,DD
126996,LC
127005,LC
127152,LC
127155,LC
127166,LC
127171,LC
1272,LC
127235,NT
127240,LC
127285,NT
