Clade	spp.	Mean	Min	2.5pct	16pct	25pct	median	75pct	84pct	97.5pct	Max
cellular_organisms_ott93302	2294776	65441768.962353	63890519.951887	63971972.339900	64316216.035557	64646487.990354	65687899.825150	66153269.688570	66257511.784900	66494031.210183	66689609.241170	64878334.29731001	65175772.555414766	65758796.615381226	64525632.82055487	65967784.941264704	66224830.62359512	63890519.95188661	65916928.51607934	65845619.13269427	66491609.99450504	66081813.65068565	65917881.58515009	66336495.152859986	65924098.69377373	65663064.8568874	66496707.29066944	64248318.89439855	64270707.36467181	65967640.57769142	66488628.18642476	65975462.175458	66053166.62469137	63943457.30001786	64251253.10971968	65604676.705781505	65599814.36585523	65604712.05048743	66423033.11148423	65320244.70383927	64683178.21321666	65985821.1978113	65470561.73752746	66689609.241169594	63997771.66169816	66377452.40328883	66527793.43544324	64275549.75256337	64203181.067209534	66155383.65691754	65233624.30144504	65684030.918380186	64684102.26731326	65538904.55247879	66258247.23598598	66224786.85993555	64425792.30153614	65540628.288395196	66187274.687970534	66201947.13237214	65837076.40110156	64088717.98984237	65737316.300017	65691768.73191981	65785748.679581344	66378825.374568164	65640439.01461251	64350752.12772851	64273797.91043502	66206208.13490662	64639293.476658806	66397184.89410846	65100623.64203532	64184379.01018884	63921974.07001954	66484417.37159254	66208673.96250063	66334840.69279672	66382112.622930944	66244974.24528763	65572859.05129251	64013662.062775	65367361.11054607	64388298.321257055	66375690.12545772	64309637.73228663	66146927.78352636	64706797.60632012	66054573.10844158	64434088.57206559	65885222.12100208	64162570.3169032	65965139.677640185	65943043.10966186	64184428.72327635	64043882.58129226	65807099.80653185	64477626.81968354	66107988.147787556	64721896.192086905	65753023.58336328	65860863.220797	65819664.76272932	64409972.15876213	64422904.78543416	65555461.80464055	65296693.01538737	66253650.666695535	64668071.531439185	66280850.85200983	65641476.25229725	64963308.119184114	66383929.02273584
Eukaryota_ott304358	2215635	46994857.574999	45443075.365865	45524787.680548	45869788.489539	46200204.656399	47240455.239128	47705890.084215	47811084.238881	48047747.876229	48242424.581818	46430889.711310506	46728587.89606275	47311352.02935921	46078448.16120284	47521501.607310176	47778547.2896406	45443075.36586459	47469483.93005732	47398434.47334224	48045326.66055052	47635530.31673113	47470696.92579807	47890211.818905465	47476914.034421705	47216781.52293288	48050423.95671492	45800874.30837652	45824424.03071728	47521357.2437369	48042344.852470234	47529178.84150348	47606883.29073685	45496272.64066584	45803808.52369766	47157232.119759485	47152629.70650321	47157267.4644654	47975848.45213221	46873060.04448725	46236894.879262134	47538376.61178927	47023377.07817544	48242424.58181757	45550587.002346136	47930267.7439368	48080608.77609121	45829266.418608844	45755996.40785751	47707939.07089552	46786439.64209301	47236586.33235817	46237818.93335874	47092621.21852427	47811963.90203145	47777342.27391353	45978347.715514116	47093443.62904317	47740090.02861851	47754762.473020114	47389631.81507954	45641273.40382035	47289871.71399498	47244324.14589778	47338304.093559325	47931640.715216145	47194155.68065799	45903567.46837648	45826613.251082994	47759023.47555459	46193010.14270428	47950901.56015394	46653438.9826833	45736934.42416681	45475690.736065015	48038134.03763801	47762390.628546104	47887656.033444695	47934668.036908925	47798690.9113331	47126575.71733799	45566217.47675298	46921077.77659155	45942014.987302534	47929406.7915032	45863354.398332104	47699743.12417434	46259612.94696809	47608289.77448705	45987805.238111064	47438037.46165005	45715385.65755117	47518856.34368566	47495598.523639835	45738145.38932183	45596437.99527024	47359915.14717983	46031343.48572901	47660543.56176553	46275612.85813238	47305838.92401126	47414579.88684248	47372220.17670729	45962527.5727401	45975720.12608213	47109178.47068602	46849508.356035344	47806466.00734351	46221788.197484665	47833406.26598781	47195192.91834273	46516123.45983209	47936484.436713815
Metazoa_ott691846	1475149	31804061.733547	30536840.571098	30591566.127361	30804790.447331	30904940.869124	32201829.066480	32399111.409851	32474174.399349	32630887.567270	32694125.868783	31278197.40625721	31006171.224374574	32193786.129164044	30935098.129366137	32318359.68730553	32357930.54250566	30670710.644355774	32168406.353134833	32265602.06018813	32302146.448815536	32694125.868782524	32145306.493635435	32506019.895706043	32473442.591162715	32395069.766068183	32464281.438866485	30839801.00814246	30690231.412871204	32599404.538544472	32668120.18756002	32361105.714241415	32239946.640020203	30712741.05863317	30536840.571098235	31846840.536869496	32168671.703334276	32175582.771478757	32263646.16529247	31909294.497287646	30786542.23422579	32400458.624445222	32086114.03625851	32544589.507437546	30656803.43645774	32478454.96850934	32602856.05219909	31006292.129146732	30809901.32640417	32392995.36151487	31030442.68111918	32266867.13917008	30853812.31900724	32276250.807954177	32452319.53174401	32477679.99563848	30658317.858538546	32165963.79408042	32457704.95243751	32255926.455758285	32507345.92514613	30879543.45441668	32530942.34231307	32106806.73197542	32548773.435093496	32393519.344638105	32193515.547571376	30714227.825220846	30920607.045037556	32282079.333257675	30655151.337005682	32474313.7913845	31002274.20826242	30803816.946555734	30720195.518976923	32661869.768138636	32427773.7438729	32186404.599123895	32226092.655048754	32287406.001879193	32161287.046641346	30617907.45990715	32209872.003795676	30924030.47403737	32503598.96230912	30644754.542142842	32533207.249780416	30884350.688427825	32429750.25948022	31026294.801820237	32322727.47833361	30568596.406016625	32323787.08460832	32154753.995290823	30541816.057592314	30612348.256196056	32401620.92188088	30899718.810485527	32463817.922089633	30869187.3771316	32344958.89269633	32238535.677480575	32598689.770226974	30860430.150082774	30819308.750925932	32377458.839452364	32098662.858776823	32239207.57525535	30779045.543627176	32525489.697747	32213714.633802038	31070479.697576277	32385052.684149034
Chordata_ott125642	82902	1206602.041962	1164302.582835	1165660.497847	1182231.217779	1187203.221197	1202272.574836	1222158.289657	1235007.657652	1260627.070414	1270879.154778	1184093.7433852	1213099.7264980997	1207073.6123435134	1235599.2116834659	1201412.419843973	1193138.382358073	1211288.3454387668	1182883.2652527764	1201866.6913957454	1198059.730513746	1196862.7188177642	1215587.5625257853	1248498.4259388365	1252808.2884180455	1213785.1819109216	1197187.2347633555	1174453.4177981992	1200862.7552032967	1257485.3767812757	1225415.9112640957	1230156.624223152	1182441.4578758064	1183502.263085477	1230507.337880448	1194726.6548408973	1167262.3509428515	1164625.6066905155	1183230.8201618232	1174977.2833108555	1198536.8073493587	1180015.197822872	1187753.6520384746	1226808.1040001097	1229429.0484015818	1208902.110680894	1197619.9283644077	1203504.879325362	1231901.9989876794	1200517.484486481	1202678.4582759903	1187019.7442495865	1180291.8172655844	1250935.2673038172	1222294.5742708342	1212508.1538020545	1211845.2341492188	1236018.132678945	1197486.7993918862	1264099.4686386923	1182191.172045681	1235818.537165479	1196135.226795374	1192824.8502477563	1213819.1830816246	1216194.8323181914	1165014.260466299	1245421.8382093234	1240812.6097535952	1196019.3917898925	1169710.6513717978	1196964.031864378	1204108.765599926	1222303.278444929	1202851.9858490652	1202856.9131851976	1199541.8338128254	1202877.7012594494	1221749.435816497	1208379.2615074576	1198020.4584624018	1237118.664576094	1184345.5950626503	1219906.4647743003	1200448.564548334	1189653.3118642212	1195587.6826186932	1248600.5458909406	1175617.9260844733	1212495.6680311535	1256236.331332937	1166245.188810037	1179428.9778534372	1219811.4461225525	1248603.5188557457	1197970.4694849253	1270879.1547782319	1174510.439138742	1164302.5828345262	1210860.4634540775	1207092.9723248952	1178991.6825702447	1264178.896062312	1185765.5011578666	1179442.3263282736	1182900.9735849346	1223696.4452536239	1200885.4071483219	1206740.9979226524	1206460.1484145427	1171588.7420585665	1199041.9825309212	1247323.7269456575
Actinopteri_ott285821	37409	420571.017875	410238.804015	412654.708191	416328.649787	417761.043756	420962.029055	423017.782541	423521.585174	430432.987137	433547.562329	416700.2470263	418135.8062916243	423037.9323324894	423247.05547551013	417349.5485419368	416644.8772439016	422774.7109296913	413349.8746303158	423271.71251212986	421037.28449314495	415051.5883654384	414093.5111298345	422319.35900190996	418953.9599463296	419308.55000660365	420463.3329327599	420221.5138969707	417033.2110137863	416268.4159862123	421243.90447384125	425815.9069781586	420829.9692790811	423371.94660765975	418823.7805403917	420218.030489534	417818.48126093554	414389.9396745795	424494.2210034937	422150.95461421635	420785.06726887	422745.85511281627	422758.1249277858	423318.4733685	430746.9684823718	433547.5623294031	423533.9009286164	422242.0209068739	423385.5694928449	412299.2318865811	420572.5686429431	415475.9746073372	416218.9095449973	421061.65752457746	422976.7199232713	417193.50452645164	416081.2274178414	412976.3296093829	419218.45886143955	423429.9668129917	414122.0468502217	418127.908864929	417219.45965087565	419068.37689667824	414766.9377353655	430148.9087765932	422474.9559786634	421499.5713946953	422121.08071778464	422346.0116874338	416787.2617776252	417741.8979212458	424099.64497237233	423985.3019754226	418753.55769308395	419768.9227734011	419298.66841211135	426052.89288661635	422972.99060125137	423456.9274596963	420886.773617404	421075.2366291441	420875.8083959855	421296.3414931683	421318.8678969794	427799.2459329779	422305.38904641324	424639.07028877194	411418.27787699486	432497.1647911302	423658.3661360405	421469.37195801066	410238.8040154813	416044.6168562692	424721.7148086639	413720.8389498175	420437.21824239194	418249.041869777	414351.7406308261	420820.1698554854	424351.8080287867	418900.9830086603	421319.129123015	421465.26085083	426128.2515381225	418907.7707144433	422793.6663951416	429551.3857945456	419137.047388709	422139.6301365844	417619.0147153687	421273.3023361595	423031.47007982753
Squamata_ott35888	11220	189362.123717	163187.499734	165323.776803	170470.456150	172594.055696	180294.077591	213277.979852	225224.868906	226389.901286	226516.920812	178668.8230786	187170.38508043042	180178.43380410224	226516.92081153294	187126.4544353212	176871.5542590341	179900.48393355648	180920.25853883717	170012.510167885	172630.06781507126	166654.50402035317	179163.91072862822	225224.79685614034	226047.15308649788	185878.28793274114	187627.59670654408	171399.31578525022	189576.88575081163	225183.055356565	186475.17530329444	226328.050665758	179910.73861767628	172678.90684036462	226174.6790480504	179622.91318254784	179947.6057532655	179731.51571225678	166630.33726679298	167752.36674469098	172437.59609720574	171929.6310510201	173325.20234230952	188334.9075155224	189617.84805851572	168593.26890343174	164482.8490724987	172270.7307275106	225224.8826295948	186229.5267079119	177466.59750010035	177390.71083676073	181010.74420305042	226348.51476325878	180137.64514067274	226030.44362986422	221830.58569430036	224632.75919677413	177125.52085707337	226265.39463551587	180538.92037700463	224696.37817032912	172408.4075777025	172721.51590067646	177019.62216030803	189323.98614234774	173766.43934917284	226161.12591390932	226417.8639218229	169013.8661300113	174327.6371833204	181361.73341644197	170100.64219643734	225664.11026475867	187174.06976451128	179279.90420002476	183910.55229334408	166583.7406457846	221164.69045029773	189026.6285705389	171953.92006681973	225982.25312779614	180855.06937675548	186060.53131486403	179303.8359746165	177513.72309028736	170263.7816764406	226264.3539149931	172582.05165644072	189523.89124106237	226203.35293354694	168572.1815775548	181224.38460193982	222302.21081162684	223206.7464870284	177432.17266356203	225998.44278084612	166416.97712631052	170940.81805443976	170380.86340622543	163187.49973414367	168481.14888543173	226432.18559935075	163634.35770211255	166084.61617869732	176206.86100022524	221755.98889594543	180667.36474763998	186951.0854047623	186483.09504001134	171945.64944467068	180409.72137793258	226364.60175867993
Aves_ott81461	10931	94493.269707	77795.721560	78796.012832	84661.660953	88659.532107	95808.217864	101005.601241	102741.673132	106058.967662	106445.378213	90829.94758699999	92540.07168318833	100512.82363331606	87509.35640245635	97985.5075124116	100364.12725728373	91814.17506899568	91851.72814975677	95573.27283494381	98073.22683260332	105656.80583741103	101392.73852438797	82905.58357640418	98247.9276672941	106215.24391214078	92563.12075087028	81100.70688935257	92226.41243774259	106353.04898564593	101241.25148271	79427.4930175683	89838.7230708586	98209.64935756304	100160.60183105538	99801.92470602765	77795.72155998442	78466.81718762846	96554.9026652898	85485.42566612958	98734.65435421975	101663.53623488141	98943.93362789291	101016.28085505083	105242.987104423	104147.67953026164	98001.74828644635	105723.57175329649	89948.63329343872	91126.4467641958	100419.756663531	99770.94472792851	94422.0071117535	97111.87677862386	104083.80479886525	79114.47177823013	84658.41595487192	100973.56239755299	105840.8120902896	100304.21963029506	95575.03047842105	102755.5866516655	93125.29707956714	101598.34507000158	105917.57486395752	103476.35375920865	80016.30099365697	96909.88515970047	105621.41137496155	90089.28938963536	88283.32466683017	99107.67866548453	101463.1578125335	82640.2232758288	77955.62403905469	85803.95288809428	93956.89911438814	93882.02595189761	79522.15545913621	97935.59515124702	102668.62715605949	84678.69719483706	90693.16523563795	92019.71223849195	87323.99573214908	79093.85651086469	101814.66111751966	92560.69564154002	80754.90435642295	94565.4634393376	102648.08273839949	81946.33576086143	84194.384812673	86024.60851294533	98051.65546176393	102854.3044941561	105796.74714332385	84514.39489364448	93364.23549467856	95583.06253908732	103320.74830760663	86867.12228421407	106445.37821293955	99905.33454168949	88477.09758188519	93108.69505209489	83184.64553416822	103399.26909419423	96033.37318880062	100116.60144703485	92445.74950748392	97067.67752269088	89206.83568090377
Amphibia_ott544595	9835	129451.275299	127993.818221	128101.288390	128702.829220	128896.083135	129486.580775	129972.642624	130109.938524	130959.773295	131057.582575	130377.16351039999	129760.11744373153	130043.44379902426	129367.50471403726	129367.50471403726	130456.6325747762	129209.44131435783	131057.5825748974	130084.68368818855	128896.08313466549	129975.03795684726	130176.94747941215	128517.42423218017	129202.48350812806	129802.48006462022	129209.44131435783	128470.90518385505	129688.31065107304	129269.34093441916	130234.75311836976	130145.56161836977	129899.35203830335	130046.88558246144	127993.81822121664	130145.56161836977	128713.68335448978	130046.88558246144	128470.90518385505	130244.33444836974	129903.8005720736	129487.27517806736	128647.48612913086	128695.04766165982	128860.20184213654	129497.56661098794	128896.08313466549	130223.58702837068	128654.22235448979	129802.48006462022	129935.9837450081	129965.45662684727	129903.8005720736	130428.29981765775	129050.43172285226	129050.43172285226	129786.27631495513	129381.38426914842	129558.24875412235	128123.88011816729	129081.72078980294	129786.27631495516	129788.45020084998	129332.54540507874	129913.38190207358	128896.08313466549	129152.54954219775	129320.86516507874	128702.829220297	129485.88637098795	129899.35203830335	129814.60907207361	128702.82922029699	129558.24875412237	131051.9367391703	130112.68519091731	129209.44131435783	128123.88011816732	128750.39075282594	128647.48612913085	128518.46671638399	129367.50471403726	130043.44379902426	130112.68519091731	129282.61143914843	129367.50471403726	128896.08313466549	129367.50471403726	130876.38732082826	129497.56661098794	128730.13994518586	128016.85758563837	130046.88558246146	131051.9367391703	128123.88011816732	129320.86516507874	129521.15337700296	130242.74708786799	128524.16045753911	130353.64892532135	128750.39075282594	130065.52362869123	129764.56597750176	128856.64663457486	128076.31858563836	130095.51852379795	129202.48350812806	128896.08313466549	129786.27631495513	129814.60907207358	129380.24277187252	128524.16045753911	129497.56661098794
Mammalia_ott244265	7965	57616.334775	47593.987036	49894.325334	52760.529901	53863.915398	57382.203451	60665.341644	62509.865150	67148.500364	67850.588533	56594.75566539999	58192.47115218732	58936.51294146557	61201.32297765845	60076.676567637325	54090.01979746536	59829.095311557445	51812.88110820015	55220.72012752561	63251.96419825651	51914.22828724542	63238.280413412234	61693.69570392311	53256.08020130592	58804.17578804465	60574.505572620285	65037.27276643408	57435.41330525073	52939.35446378411	58827.76558855529	53656.879422797974	54281.34846621021	53070.57550863557	49029.610521766255	56874.273402069615	56710.64358251414	54438.071405981114	57040.079263498024	60683.44707315271	62719.90182271036	47593.98703595346	57382.98406464712	57793.58552709156	57873.74685636754	57832.414937306086	67362.79267252982	58872.83483184292	57044.43609335104	53861.23454395845	60611.025358008366	56752.84985988436	52101.89762345733	66813.7831596579	58111.9986001034	54973.34495197498	53271.23119021298	54248.454594793235	51428.235185096055	58376.505997462256	48905.79640129841	53584.330614889	56366.648333601275	52748.559221417745	58909.950718949316	55237.64201969363	52823.37596958291	57091.894531511076	52060.704771540084	57376.584480679325	52432.025067364164	55054.16843203814	52385.47655686587	54326.026731110716	60899.80848452657	60891.768554293296	65268.674797091306	58139.873756104294	55675.52990968704	61635.3123129799	65595.23481807079	61478.69694297029	53871.957961020074	62665.325997413	55298.16809306925	65628.14011659099	55302.22487323207	61263.49469858048	52873.61095199757	52029.55742297077	57893.5991021463	57008.66745805654	65750.68616063263	50676.68635487544	67850.5885326726	67295.7979386094	58028.75950233281	60880.085983480814	50715.147126904	65889.70603021092	58987.34515555977	67015.2311306725	66104.39374962062	57381.42283700016	59034.370945721275	57870.82066949392	52653.968853878825	51748.026874859665	59387.13017787675	60045.64731798992	51783.873983617326	57375.52207212637	63928.7400974138
Chondrichthyes_ott278108	1653	51679.128019	50994.252805	50994.252805	51248.239881	51293.898711	51669.537171	51847.979167	51923.448884	52759.008598	52810.398001	51256.9177389	51218.221662458476	51640.6985044168	52797.955143857645	51804.06705975309	51924.86034862954	51775.4757051735	51376.94866549071	51804.06705975309	51698.37583720563	51783.348875360854	51829.41194121151	51818.62279979933	51069.92985265776	51218.221662458476	51725.671542572025	51640.6985044168	52513.79329964491	51293.898710615475	51389.16054344964	51839.88731047432	51389.16054344964	51248.23988125165	51916.03869553943	51463.33882724279	51293.898710615475	51165.19168549192	52598.76633780013	50994.25280450076	51069.92985265776	51775.4757051735	51698.37583720563	51640.6985044168	51640.6985044168	52513.79329964491	52598.76633780013	51293.898710615475	52797.955143857645	51363.538336025464	51069.92985265776	51248.23988125165	51829.41194121151	52810.398001442525	51937.30320621442	51389.16054344964	51302.77038169755	50994.252804500764	51783.348875360854	51725.671542572025	51218.221662458476	51916.03869553943	51363.538336025464	51839.88731047432	51311.47210940864	52513.79329964491	51903.59583795455	51725.671542572025	50994.25280450076	51903.59583795455	51311.47210940864	51293.898710615475	51311.47210940864	50994.25280450076	51218.221662458476	50994.25280450076	51389.16054344964	51640.6985044168	51165.19168549192	51069.92985265776	51850.6764518865	51804.06705975309	51389.16054344964	51903.59583795455	51775.4757051735	51078.80152373983	51640.6985044168	51829.41194121151	51293.898710615475	51903.59583795455	51783.348875360854	52598.76633780013	51463.3388272428	51293.898710615475	51725.671542572025	52513.79329964491	52598.76633780013	51829.41194121151	51293.898710615475	51818.62279979933	52598.76633780013	51293.898710615475	51293.898710615475	51640.6985044168	52598.76633780013	51775.4757051735	51293.898710615475	51725.671542572025	52723.77124711461	51389.16054344964	51903.59583795455	51916.03869553943	52677.161854981205
